startDate,endDate,numberOfDocuments
"2018-04-10T00:00:00","2018-04-11T00:00:00",461
"2018-04-11T00:00:00","2018-04-12T00:00:00",562
"2018-04-12T00:00:00","2018-04-13T00:00:00",556
"2018-04-13T00:00:00","2018-04-14T00:00:00",547
"2018-04-14T00:00:00","2018-04-15T00:00:00",412
"2018-04-15T00:00:00","2018-04-16T00:00:00",431
"2018-04-16T00:00:00","2018-04-17T00:00:00",551
"2018-04-17T00:00:00","2018-04-18T00:00:00",578
"2018-04-18T00:00:00","2018-04-19T00:00:00",528
"2018-04-19T00:00:00","2018-04-20T00:00:00",590
"2018-04-20T00:00:00","2018-04-21T00:00:00",600
"2018-04-21T00:00:00","2018-04-22T00:00:00",446
"2018-04-22T00:00:00","2018-04-23T00:00:00",420
"2018-04-23T00:00:00","2018-04-24T00:00:00",543
"2018-04-24T00:00:00","2018-04-25T00:00:00",512
"2018-04-25T00:00:00","2018-04-26T00:00:00",540
"2018-04-26T00:00:00","2018-04-27T00:00:00",462
"2018-04-27T00:00:00","2018-04-28T00:00:00",479
"2018-04-28T00:00:00","2018-04-29T00:00:00",400
"2018-04-29T00:00:00","2018-04-30T00:00:00",387
"2018-04-30T00:00:00","2018-05-01T00:00:00",480
"2018-05-01T00:00:00","2018-05-02T00:00:00",427
"2018-05-02T00:00:00","2018-05-03T00:00:00",442
"2018-05-03T00:00:00","2018-05-04T00:00:00",497
"2018-05-04T00:00:00","2018-05-05T00:00:00",464
"2018-05-05T00:00:00","2018-05-06T00:00:00",419
"2018-05-06T00:00:00","2018-05-07T00:00:00",411
"2018-05-07T00:00:00","2018-05-08T00:00:00",550
"2018-05-08T00:00:00","2018-05-09T00:00:00",545
"2018-05-09T00:00:00","2018-05-10T00:00:00",532
"2018-05-10T00:00:00","2018-05-11T00:00:00",444
"2018-05-11T00:00:00","2018-05-12T00:00:00",490
"2018-05-12T00:00:00","2018-05-13T00:00:00",499
"2018-05-13T00:00:00","2018-05-14T00:00:00",512
"2018-05-14T00:00:00","2018-05-15T00:00:00",646
"2018-05-15T00:00:00","2018-05-16T00:00:00",499
"2018-05-16T00:00:00","2018-05-17T00:00:00",629
"2018-05-17T00:00:00","2018-05-18T00:00:00",541
"2018-05-18T00:00:00","2018-05-19T00:00:00",518
"2018-05-19T00:00:00","2018-05-20T00:00:00",448
"2018-05-20T00:00:00","2018-05-21T00:00:00",422
"2018-05-21T00:00:00","2018-05-22T00:00:00",380
"2018-05-22T00:00:00","2018-05-23T00:00:00",526
"2018-05-23T00:00:00","2018-05-24T00:00:00",579
"2018-05-24T00:00:00","2018-05-25T00:00:00",508
"2018-05-25T00:00:00","2018-05-26T00:00:00",247
"2018-05-26T00:00:00","2018-05-27T00:00:00",164
"2018-05-27T00:00:00","2018-05-28T00:00:00",173
"2018-05-28T00:00:00","2018-05-29T00:00:00",191
"2018-05-29T00:00:00","2018-05-30T00:00:00",267
"2018-05-30T00:00:00","2018-05-31T00:00:00",249
"2018-05-31T00:00:00","2018-06-01T00:00:00",224
"2018-06-01T00:00:00","2018-06-02T00:00:00",250
"2018-06-02T00:00:00","2018-06-03T00:00:00",166
"2018-06-03T00:00:00","2018-06-04T00:00:00",202
"2018-06-04T00:00:00","2018-06-05T00:00:00",211
"2018-06-05T00:00:00","2018-06-06T00:00:00",202
"2018-06-06T00:00:00","2018-06-07T00:00:00",215
"2018-06-07T00:00:00","2018-06-08T00:00:00",237
"2018-06-08T00:00:00","2018-06-09T00:00:00",233
"2018-06-09T00:00:00","2018-06-10T00:00:00",174
"2018-06-10T00:00:00","2018-06-11T00:00:00",199
"2018-06-11T00:00:00","2018-06-12T00:00:00",233
"2018-06-12T00:00:00","2018-06-13T00:00:00",197
"2018-06-13T00:00:00","2018-06-14T00:00:00",232
"2018-06-14T00:00:00","2018-06-15T00:00:00",216
"2018-06-15T00:00:00","2018-06-16T00:00:00",246
"2018-06-16T00:00:00","2018-06-17T00:00:00",208
"2018-06-17T00:00:00","2018-06-18T00:00:00",181
"2018-06-18T00:00:00","2018-06-19T00:00:00",237
"2018-06-19T00:00:00","2018-06-20T00:00:00",261
"2018-06-20T00:00:00","2018-06-21T00:00:00",231
"2018-06-21T00:00:00","2018-06-22T00:00:00",248
"2018-06-22T00:00:00","2018-06-23T00:00:00",288
"2018-06-23T00:00:00","2018-06-24T00:00:00",184
"2018-06-24T00:00:00","2018-06-25T00:00:00",155
"2018-06-25T00:00:00","2018-06-26T00:00:00",223
"2018-06-26T00:00:00","2018-06-27T00:00:00",245
"2018-06-27T00:00:00","2018-06-28T00:00:00",256
"2018-06-28T00:00:00","2018-06-29T00:00:00",202
"2018-06-29T00:00:00","2018-06-30T00:00:00",177
"2018-06-30T00:00:00","2018-07-01T00:00:00",186
"2018-07-01T00:00:00","2018-07-02T00:00:00",164
"2018-07-02T00:00:00","2018-07-03T00:00:00",211
"2018-07-03T00:00:00","2018-07-04T00:00:00",246
"2018-07-04T00:00:00","2018-07-05T00:00:00",246
"2018-07-05T00:00:00","2018-07-06T00:00:00",199
"2018-07-06T00:00:00","2018-07-07T00:00:00",237
"2018-07-07T00:00:00","2018-07-08T00:00:00",170
"2018-07-08T00:00:00","2018-07-09T00:00:00",152
"2018-07-09T00:00:00","2018-07-10T00:00:00",213
"2018-07-10T00:00:00","2018-07-11T00:00:00",236
"2018-07-11T00:00:00","2018-07-12T00:00:00",256
"2018-07-12T00:00:00","2018-07-13T00:00:00",199
"2018-07-13T00:00:00","2018-07-14T00:00:00",221
"2018-07-14T00:00:00","2018-07-15T00:00:00",139
"2018-07-15T00:00:00","2018-07-16T00:00:00",158
"2018-07-16T00:00:00","2018-07-17T00:00:00",184
"2018-07-17T00:00:00","2018-07-18T00:00:00",218
"2018-07-18T00:00:00","2018-07-19T00:00:00",203
"2018-07-19T00:00:00","2018-07-20T00:00:00",186
"2018-07-20T00:00:00","2018-07-21T00:00:00",198
"2018-07-21T00:00:00","2018-07-22T00:00:00",164
"2018-07-22T00:00:00","2018-07-23T00:00:00",159
"2018-07-23T00:00:00","2018-07-24T00:00:00",220
"2018-07-24T00:00:00","2018-07-25T00:00:00",237
"2018-07-25T00:00:00","2018-07-26T00:00:00",214
"2018-07-26T00:00:00","2018-07-27T00:00:00",221
"2018-07-27T00:00:00","2018-07-28T00:00:00",171
"2018-07-28T00:00:00","2018-07-29T00:00:00",154
"2018-07-29T00:00:00","2018-07-30T00:00:00",147
"2018-07-30T00:00:00","2018-07-31T00:00:00",196
"2018-07-31T00:00:00","2018-08-01T00:00:00",206
"2018-08-01T00:00:00","2018-08-02T00:00:00",149
"2018-08-02T00:00:00","2018-08-03T00:00:00",209
"2018-08-03T00:00:00","2018-08-04T00:00:00",246
"2018-08-04T00:00:00","2018-08-05T00:00:00",147
"2018-08-05T00:00:00","2018-08-06T00:00:00",173
"2018-08-06T00:00:00","2018-08-07T00:00:00",220
"2018-08-07T00:00:00","2018-08-08T00:00:00",211
"2018-08-08T00:00:00","2018-08-09T00:00:00",222
"2018-08-09T00:00:00","2018-08-10T00:00:00",217
"2018-08-10T00:00:00","2018-08-11T00:00:00",205
"2018-08-11T00:00:00","2018-08-12T00:00:00",153
"2018-08-12T00:00:00","2018-08-13T00:00:00",174
"2018-08-13T00:00:00","2018-08-14T00:00:00",195
"2018-08-14T00:00:00","2018-08-15T00:00:00",218
"2018-08-15T00:00:00","2018-08-16T00:00:00",222
"2018-08-16T00:00:00","2018-08-17T00:00:00",230
"2018-08-17T00:00:00","2018-08-18T00:00:00",229
"2018-08-18T00:00:00","2018-08-19T00:00:00",190
"2018-08-19T00:00:00","2018-08-20T00:00:00",183
"2018-08-20T00:00:00","2018-08-21T00:00:00",200
"2018-08-21T00:00:00","2018-08-22T00:00:00",236
"2018-08-22T00:00:00","2018-08-23T00:00:00",250
"2018-08-23T00:00:00","2018-08-24T00:00:00",244
"2018-08-24T00:00:00","2018-08-25T00:00:00",224
"2018-08-25T00:00:00","2018-08-26T00:00:00",187
"2018-08-26T00:00:00","2018-08-27T00:00:00",139
"2018-08-27T00:00:00","2018-08-28T00:00:00",271
"2018-08-28T00:00:00","2018-08-29T00:00:00",252
"2018-08-29T00:00:00","2018-08-30T00:00:00",229
"2018-08-30T00:00:00","2018-08-31T00:00:00",249
"2018-08-31T00:00:00","2018-09-01T00:00:00",218
"2018-09-01T00:00:00","2018-09-02T00:00:00",208
"2018-09-02T00:00:00","2018-09-03T00:00:00",240
"2018-09-03T00:00:00","2018-09-04T00:00:00",237
"2018-09-04T00:00:00","2018-09-05T00:00:00",239
"2018-09-05T00:00:00","2018-09-06T00:00:00",201
"2018-09-06T00:00:00","2018-09-07T00:00:00",227
"2018-09-07T00:00:00","2018-09-08T00:00:00",213
"2018-09-08T00:00:00","2018-09-09T00:00:00",186
"2018-09-09T00:00:00","2018-09-10T00:00:00",190
"2018-09-10T00:00:00","2018-09-11T00:00:00",218
"2018-09-11T00:00:00","2018-09-12T00:00:00",246
"2018-09-12T00:00:00","2018-09-13T00:00:00",233
"2018-09-13T00:00:00","2018-09-14T00:00:00",208
"2018-09-14T00:00:00","2018-09-15T00:00:00",222
"2018-09-15T00:00:00","2018-09-16T00:00:00",192
"2018-09-16T00:00:00","2018-09-17T00:00:00",178
"2018-09-17T00:00:00","2018-09-18T00:00:00",199
"2018-09-18T00:00:00","2018-09-19T00:00:00",223
"2018-09-19T00:00:00","2018-09-20T00:00:00",245
"2018-09-20T00:00:00","2018-09-21T00:00:00",234
"2018-09-21T00:00:00","2018-09-22T00:00:00",200
"2018-09-22T00:00:00","2018-09-23T00:00:00",197
"2018-09-23T00:00:00","2018-09-24T00:00:00",218
"2018-09-24T00:00:00","2018-09-25T00:00:00",239
"2018-09-25T00:00:00","2018-09-26T00:00:00",214
"2018-09-26T00:00:00","2018-09-27T00:00:00",219
"2018-09-27T00:00:00","2018-09-28T00:00:00",193
"2018-09-28T00:00:00","2018-09-29T00:00:00",250
"2018-09-29T00:00:00","2018-09-30T00:00:00",173
"2018-09-30T00:00:00","2018-10-01T00:00:00",168
"2018-10-01T00:00:00","2018-10-02T00:00:00",265
"2018-10-02T00:00:00","2018-10-03T00:00:00",224
"2018-10-03T00:00:00","2018-10-04T00:00:00",211
"2018-10-04T00:00:00","2018-10-05T00:00:00",198
"2018-10-05T00:00:00","2018-10-06T00:00:00",209
"2018-10-06T00:00:00","2018-10-07T00:00:00",173
"2018-10-07T00:00:00","2018-10-08T00:00:00",154
"2018-10-08T00:00:00","2018-10-09T00:00:00",205
"2018-10-09T00:00:00","2018-10-10T00:00:00",229
"2018-10-10T00:00:00","2018-10-11T00:00:00",252
"2018-10-11T00:00:00","2018-10-12T00:00:00",256
"2018-10-12T00:00:00","2018-10-13T00:00:00",219
"2018-10-13T00:00:00","2018-10-14T00:00:00",164
"2018-10-14T00:00:00","2018-10-15T00:00:00",148
"2018-10-15T00:00:00","2018-10-16T00:00:00",218
"2018-10-16T00:00:00","2018-10-17T00:00:00",228
"2018-10-17T00:00:00","2018-10-18T00:00:00",232
"2018-10-18T00:00:00","2018-10-19T00:00:00",305
"2018-10-19T00:00:00","2018-10-20T00:00:00",246
"2018-10-20T00:00:00","2018-10-21T00:00:00",150
"2018-10-21T00:00:00","2018-10-22T00:00:00",138
"2018-10-22T00:00:00","2018-10-23T00:00:00",269
"2018-10-23T00:00:00","2018-10-24T00:00:00",238
"2018-10-24T00:00:00","2018-10-25T00:00:00",238
"2018-10-25T00:00:00","2018-10-26T00:00:00",269
"2018-10-26T00:00:00","2018-10-27T00:00:00",245
"2018-10-27T00:00:00","2018-10-28T00:00:00",207
"2018-10-28T00:00:00","2018-10-29T00:00:00",187
"2018-10-29T00:00:00","2018-10-30T00:00:00",203
"2018-10-30T00:00:00","2018-10-31T00:00:00",211
"2018-10-31T00:00:00","2018-11-01T00:00:00",287
"2018-11-01T00:00:00","2018-11-02T00:00:00",215
"2018-11-02T00:00:00","2018-11-03T00:00:00",265
"2018-11-03T00:00:00","2018-11-04T00:00:00",173
"2018-11-04T00:00:00","2018-11-05T00:00:00",141
"2018-11-05T00:00:00","2018-11-06T00:00:00",190
"2018-11-06T00:00:00","2018-11-07T00:00:00",203
"2018-11-07T00:00:00","2018-11-08T00:00:00",242
"2018-11-08T00:00:00","2018-11-09T00:00:00",247
"2018-11-09T00:00:00","2018-11-10T00:00:00",229
"2018-11-10T00:00:00","2018-11-11T00:00:00",164
"2018-11-11T00:00:00","2018-11-12T00:00:00",161
"2018-11-12T00:00:00","2018-11-13T00:00:00",242
"2018-11-13T00:00:00","2018-11-14T00:00:00",228
"2018-11-14T00:00:00","2018-11-15T00:00:00",220
"2018-11-15T00:00:00","2018-11-16T00:00:00",238
"2018-11-16T00:00:00","2018-11-17T00:00:00",217
"2018-11-17T00:00:00","2018-11-18T00:00:00",164
"2018-11-18T00:00:00","2018-11-19T00:00:00",164
"2018-11-19T00:00:00","2018-11-20T00:00:00",225
"2018-11-20T00:00:00","2018-11-21T00:00:00",236
"2018-11-21T00:00:00","2018-11-22T00:00:00",270
"2018-11-22T00:00:00","2018-11-23T00:00:00",239
"2018-11-23T00:00:00","2018-11-24T00:00:00",231
"2018-11-24T00:00:00","2018-11-25T00:00:00",141
"2018-11-25T00:00:00","2018-11-26T00:00:00",178
"2018-11-26T00:00:00","2018-11-27T00:00:00",190
"2018-11-27T00:00:00","2018-11-28T00:00:00",220
"2018-11-28T00:00:00","2018-11-29T00:00:00",245
"2018-11-29T00:00:00","2018-11-30T00:00:00",253
"2018-11-30T00:00:00","2018-12-01T00:00:00",196
"2018-12-01T00:00:00","2018-12-02T00:00:00",170
"2018-12-02T00:00:00","2018-12-03T00:00:00",180
"2018-12-03T00:00:00","2018-12-04T00:00:00",208
"2018-12-04T00:00:00","2018-12-05T00:00:00",216
"2018-12-05T00:00:00","2018-12-06T00:00:00",246
"2018-12-06T00:00:00","2018-12-07T00:00:00",224
"2018-12-07T00:00:00","2018-12-08T00:00:00",211
"2018-12-08T00:00:00","2018-12-09T00:00:00",156
"2018-12-09T00:00:00","2018-12-10T00:00:00",188
"2018-12-10T00:00:00","2018-12-11T00:00:00",244
"2018-12-11T00:00:00","2018-12-12T00:00:00",249
"2018-12-12T00:00:00","2018-12-13T00:00:00",332
"2018-12-13T00:00:00","2018-12-14T00:00:00",245
"2018-12-14T00:00:00","2018-12-15T00:00:00",265
"2018-12-15T00:00:00","2018-12-16T00:00:00",183
"2018-12-16T00:00:00","2018-12-17T00:00:00",184
"2018-12-17T00:00:00","2018-12-18T00:00:00",203
"2018-12-18T00:00:00","2018-12-19T00:00:00",237
"2018-12-19T00:00:00","2018-12-20T00:00:00",247
"2018-12-20T00:00:00","2018-12-21T00:00:00",228
"2018-12-21T00:00:00","2018-12-22T00:00:00",281
"2018-12-22T00:00:00","2018-12-23T00:00:00",171
"2018-12-23T00:00:00","2018-12-24T00:00:00",171
"2018-12-24T00:00:00","2018-12-25T00:00:00",138
"2018-12-25T00:00:00","2018-12-26T00:00:00",101
"2018-12-26T00:00:00","2018-12-27T00:00:00",133
"2018-12-27T00:00:00","2018-12-28T00:00:00",152
"2018-12-28T00:00:00","2018-12-29T00:00:00",181
"2018-12-29T00:00:00","2018-12-30T00:00:00",172
"2018-12-30T00:00:00","2018-12-31T00:00:00",202
"2018-12-31T00:00:00","2019-01-01T00:00:00",199
"2019-01-01T00:00:00","2019-01-02T00:00:00",149
"2019-01-02T00:00:00","2019-01-03T00:00:00",155
"2019-01-03T00:00:00","2019-01-04T00:00:00",185
"2019-01-04T00:00:00","2019-01-05T00:00:00",207
"2019-01-05T00:00:00","2019-01-06T00:00:00",194
"2019-01-06T00:00:00","2019-01-07T00:00:00",196
"2019-01-07T00:00:00","2019-01-08T00:00:00",198
"2019-01-08T00:00:00","2019-01-09T00:00:00",222
"2019-01-09T00:00:00","2019-01-10T00:00:00",216
"2019-01-10T00:00:00","2019-01-11T00:00:00",224
"2019-01-11T00:00:00","2019-01-12T00:00:00",245
"2019-01-12T00:00:00","2019-01-13T00:00:00",209
"2019-01-13T00:00:00","2019-01-14T00:00:00",185
"2019-01-14T00:00:00","2019-01-15T00:00:00",204
"2019-01-15T00:00:00","2019-01-16T00:00:00",250
"2019-01-16T00:00:00","2019-01-17T00:00:00",245
"2019-01-17T00:00:00","2019-01-18T00:00:00",236
"2019-01-18T00:00:00","2019-01-19T00:00:00",236
"2019-01-19T00:00:00","2019-01-20T00:00:00",150
"2019-01-20T00:00:00","2019-01-21T00:00:00",185
"2019-01-21T00:00:00","2019-01-22T00:00:00",207
"2019-01-22T00:00:00","2019-01-23T00:00:00",229
"2019-01-23T00:00:00","2019-01-24T00:00:00",206
"2019-01-24T00:00:00","2019-01-25T00:00:00",222
"2019-01-25T00:00:00","2019-01-26T00:00:00",250
"2019-01-26T00:00:00","2019-01-27T00:00:00",202
"2019-01-27T00:00:00","2019-01-28T00:00:00",189
"2019-01-28T00:00:00","2019-01-29T00:00:00",234
"2019-01-29T00:00:00","2019-01-30T00:00:00",223
"2019-01-30T00:00:00","2019-01-31T00:00:00",268
"2019-01-31T00:00:00","2019-02-01T00:00:00",270
"2019-02-01T00:00:00","2019-02-02T00:00:00",250
"2019-02-02T00:00:00","2019-02-03T00:00:00",196
"2019-02-03T00:00:00","2019-02-04T00:00:00",212
"2019-02-04T00:00:00","2019-02-05T00:00:00",241
"2019-02-05T00:00:00","2019-02-06T00:00:00",212
"2019-02-06T00:00:00","2019-02-07T00:00:00",251
"2019-02-07T00:00:00","2019-02-08T00:00:00",244
"2019-02-08T00:00:00","2019-02-09T00:00:00",264
"2019-02-09T00:00:00","2019-02-10T00:00:00",198
"2019-02-10T00:00:00","2019-02-11T00:00:00",185
"2019-02-11T00:00:00","2019-02-12T00:00:00",220
"2019-02-12T00:00:00","2019-02-13T00:00:00",234
"2019-02-13T00:00:00","2019-02-14T00:00:00",240
"2019-02-14T00:00:00","2019-02-15T00:00:00",252
"2019-02-15T00:00:00","2019-02-16T00:00:00",235
"2019-02-16T00:00:00","2019-02-17T00:00:00",168
"2019-02-17T00:00:00","2019-02-18T00:00:00",193
"2019-02-18T00:00:00","2019-02-19T00:00:00",247
"2019-02-19T00:00:00","2019-02-20T00:00:00",204
"2019-02-20T00:00:00","2019-02-21T00:00:00",250
"2019-02-21T00:00:00","2019-02-22T00:00:00",231
"2019-02-22T00:00:00","2019-02-23T00:00:00",263
"2019-02-23T00:00:00","2019-02-24T00:00:00",188
"2019-02-24T00:00:00","2019-02-25T00:00:00",173
"2019-02-25T00:00:00","2019-02-26T00:00:00",228
"2019-02-26T00:00:00","2019-02-27T00:00:00",212
"2019-02-27T00:00:00","2019-02-28T00:00:00",248
"2019-02-28T00:00:00","2019-03-01T00:00:00",261
"2019-03-01T00:00:00","2019-03-02T00:00:00",250
"2019-03-02T00:00:00","2019-03-03T00:00:00",213
"2019-03-03T00:00:00","2019-03-04T00:00:00",173
"2019-03-04T00:00:00","2019-03-05T00:00:00",238
"2019-03-05T00:00:00","2019-03-06T00:00:00",207
"2019-03-06T00:00:00","2019-03-07T00:00:00",268
"2019-03-07T00:00:00","2019-03-08T00:00:00",264
"2019-03-08T00:00:00","2019-03-09T00:00:00",224
"2019-03-09T00:00:00","2019-03-10T00:00:00",180
"2019-03-10T00:00:00","2019-03-11T00:00:00",201
"2019-03-11T00:00:00","2019-03-12T00:00:00",221
"2019-03-12T00:00:00","2019-03-13T00:00:00",230
"2019-03-13T00:00:00","2019-03-14T00:00:00",255
"2019-03-14T00:00:00","2019-03-15T00:00:00",248
"2019-03-15T00:00:00","2019-03-16T00:00:00",379
"2019-03-16T00:00:00","2019-03-17T00:00:00",237
"2019-03-17T00:00:00","2019-03-18T00:00:00",213
"2019-03-18T00:00:00","2019-03-19T00:00:00",290
"2019-03-19T00:00:00","2019-03-20T00:00:00",344
"2019-03-20T00:00:00","2019-03-21T00:00:00",300
"2019-03-21T00:00:00","2019-03-22T00:00:00",271
"2019-03-22T00:00:00","2019-03-23T00:00:00",245
"2019-03-23T00:00:00","2019-03-24T00:00:00",248
"2019-03-24T00:00:00","2019-03-25T00:00:00",288
"2019-03-25T00:00:00","2019-03-26T00:00:00",258
"2019-03-26T00:00:00","2019-03-27T00:00:00",278
"2019-03-27T00:00:00","2019-03-28T00:00:00",256
"2019-03-28T00:00:00","2019-03-29T00:00:00",245
"2019-03-29T00:00:00","2019-03-30T00:00:00",211
"2019-03-30T00:00:00","2019-03-31T00:00:00",203
"2019-03-31T00:00:00","2019-04-01T00:00:00",173
"2019-04-01T00:00:00","2019-04-02T00:00:00",254
"2019-04-02T00:00:00","2019-04-03T00:00:00",216
"2019-04-03T00:00:00","2019-04-04T00:00:00",253
"2019-04-04T00:00:00","2019-04-05T00:00:00",235
"2019-04-05T00:00:00","2019-04-06T00:00:00",222
"2019-04-06T00:00:00","2019-04-07T00:00:00",215
"2019-04-07T00:00:00","2019-04-08T00:00:00",197
"2019-04-08T00:00:00","2019-04-09T00:00:00",249
"2019-04-09T00:00:00","2019-04-10T00:00:00",218
"2019-04-10T00:00:00","2019-04-11T00:00:00",236
"2019-04-11T00:00:00","2019-04-12T00:00:00",243
"2019-04-12T00:00:00","2019-04-13T00:00:00",232
"2019-04-13T00:00:00","2019-04-14T00:00:00",184
"2019-04-14T00:00:00","2019-04-15T00:00:00",218
"2019-04-15T00:00:00","2019-04-16T00:00:00",213
"2019-04-16T00:00:00","2019-04-17T00:00:00",230
"2019-04-17T00:00:00","2019-04-18T00:00:00",335
"2019-04-18T00:00:00","2019-04-19T00:00:00",199
"2019-04-19T00:00:00","2019-04-20T00:00:00",201
"2019-04-20T00:00:00","2019-04-21T00:00:00",215
"2019-04-21T00:00:00","2019-04-22T00:00:00",178
"2019-04-22T00:00:00","2019-04-23T00:00:00",199
"2019-04-23T00:00:00","2019-04-24T00:00:00",223
"2019-04-24T00:00:00","2019-04-25T00:00:00",275
"2019-04-25T00:00:00","2019-04-26T00:00:00",267
"2019-04-26T00:00:00","2019-04-27T00:00:00",208
"2019-04-27T00:00:00","2019-04-28T00:00:00",167
"2019-04-28T00:00:00","2019-04-29T00:00:00",204
"2019-04-29T00:00:00","2019-04-30T00:00:00",238
"2019-04-30T00:00:00","2019-05-01T00:00:00",258
"2019-05-01T00:00:00","2019-05-02T00:00:00",207
"2019-05-02T00:00:00","2019-05-03T00:00:00",228
"2019-05-03T00:00:00","2019-05-04T00:00:00",256
"2019-05-04T00:00:00","2019-05-05T00:00:00",194
"2019-05-05T00:00:00","2019-05-06T00:00:00",215
"2019-05-06T00:00:00","2019-05-07T00:00:00",256
"2019-05-07T00:00:00","2019-05-08T00:00:00",270
"2019-05-08T00:00:00","2019-05-09T00:00:00",253
"2019-05-09T00:00:00","2019-05-10T00:00:00",220
"2019-05-10T00:00:00","2019-05-11T00:00:00",247
"2019-05-11T00:00:00","2019-05-12T00:00:00",223
"2019-05-12T00:00:00","2019-05-13T00:00:00",193
"2019-05-13T00:00:00","2019-05-14T00:00:00",268
"2019-05-14T00:00:00","2019-05-15T00:00:00",261
"2019-05-15T00:00:00","2019-05-16T00:00:00",262
"2019-05-16T00:00:00","2019-05-17T00:00:00",249
"2019-05-17T00:00:00","2019-05-18T00:00:00",215
"2019-05-18T00:00:00","2019-05-19T00:00:00",245
"2019-05-19T00:00:00","2019-05-20T00:00:00",247
"2019-05-20T00:00:00","2019-05-21T00:00:00",234
"2019-05-21T00:00:00","2019-05-22T00:00:00",238
"2019-05-22T00:00:00","2019-05-23T00:00:00",242
"2019-05-23T00:00:00","2019-05-24T00:00:00",234
"2019-05-24T00:00:00","2019-05-25T00:00:00",236
"2019-05-25T00:00:00","2019-05-26T00:00:00",194
"2019-05-26T00:00:00","2019-05-27T00:00:00",204
"2019-05-27T00:00:00","2019-05-28T00:00:00",240
"2019-05-28T00:00:00","2019-05-29T00:00:00",276
"2019-05-29T00:00:00","2019-05-30T00:00:00",224
"2019-05-30T00:00:00","2019-05-31T00:00:00",172
"2019-05-31T00:00:00","2019-06-01T00:00:00",193
"2019-06-01T00:00:00","2019-06-02T00:00:00",176
"2019-06-02T00:00:00","2019-06-03T00:00:00",156
"2019-06-03T00:00:00","2019-06-04T00:00:00",223
"2019-06-04T00:00:00","2019-06-05T00:00:00",232
"2019-06-05T00:00:00","2019-06-06T00:00:00",283
"2019-06-06T00:00:00","2019-06-07T00:00:00",237
"2019-06-07T00:00:00","2019-06-08T00:00:00",213
"2019-06-08T00:00:00","2019-06-09T00:00:00",158
"2019-06-09T00:00:00","2019-06-10T00:00:00",217
"2019-06-10T00:00:00","2019-06-11T00:00:00",191
"2019-06-11T00:00:00","2019-06-12T00:00:00",232
"2019-06-12T00:00:00","2019-06-13T00:00:00",231
"2019-06-13T00:00:00","2019-06-14T00:00:00",248
"2019-06-14T00:00:00","2019-06-15T00:00:00",242
"2019-06-15T00:00:00","2019-06-16T00:00:00",194
"2019-06-16T00:00:00","2019-06-17T00:00:00",178
"2019-06-17T00:00:00","2019-06-18T00:00:00",244
"2019-06-18T00:00:00","2019-06-19T00:00:00",281
"2019-06-19T00:00:00","2019-06-20T00:00:00",290
"2019-06-20T00:00:00","2019-06-21T00:00:00",269
"2019-06-21T00:00:00","2019-06-22T00:00:00",271
"2019-06-22T00:00:00","2019-06-23T00:00:00",223
"2019-06-23T00:00:00","2019-06-24T00:00:00",192
"2019-06-24T00:00:00","2019-06-25T00:00:00",287
"2019-06-25T00:00:00","2019-06-26T00:00:00",255
"2019-06-26T00:00:00","2019-06-27T00:00:00",265
"2019-06-27T00:00:00","2019-06-28T00:00:00",291
"2019-06-28T00:00:00","2019-06-29T00:00:00",280
"2019-06-29T00:00:00","2019-06-30T00:00:00",215
"2019-06-30T00:00:00","2019-07-01T00:00:00",192
"2019-07-01T00:00:00","2019-07-02T00:00:00",243
"2019-07-02T00:00:00","2019-07-03T00:00:00",261
"2019-07-03T00:00:00","2019-07-04T00:00:00",254
"2019-07-04T00:00:00","2019-07-05T00:00:00",246
"2019-07-05T00:00:00","2019-07-06T00:00:00",233
"2019-07-06T00:00:00","2019-07-07T00:00:00",228
"2019-07-07T00:00:00","2019-07-08T00:00:00",222
"2019-07-08T00:00:00","2019-07-09T00:00:00",204
"2019-07-09T00:00:00","2019-07-10T00:00:00",229
"2019-07-10T00:00:00","2019-07-11T00:00:00",331
"2019-07-11T00:00:00","2019-07-12T00:00:00",242
"2019-07-12T00:00:00","2019-07-13T00:00:00",225
"2019-07-13T00:00:00","2019-07-14T00:00:00",211
"2019-07-14T00:00:00","2019-07-15T00:00:00",198
"2019-07-15T00:00:00","2019-07-16T00:00:00",269
"2019-07-16T00:00:00","2019-07-17T00:00:00",227
"2019-07-17T00:00:00","2019-07-18T00:00:00",259
"2019-07-18T00:00:00","2019-07-19T00:00:00",272
"2019-07-19T00:00:00","2019-07-20T00:00:00",275
"2019-07-20T00:00:00","2019-07-21T00:00:00",186
"2019-07-21T00:00:00","2019-07-22T00:00:00",182
"2019-07-22T00:00:00","2019-07-23T00:00:00",258
"2019-07-23T00:00:00","2019-07-24T00:00:00",254
"2019-07-24T00:00:00","2019-07-25T00:00:00",234
"2019-07-25T00:00:00","2019-07-26T00:00:00",271
"2019-07-26T00:00:00","2019-07-27T00:00:00",238
"2019-07-27T00:00:00","2019-07-28T00:00:00",224
"2019-07-28T00:00:00","2019-07-29T00:00:00",221
"2019-07-29T00:00:00","2019-07-30T00:00:00",280
"2019-07-30T00:00:00","2019-07-31T00:00:00",277
"2019-07-31T00:00:00","2019-08-01T00:00:00",223
"2019-08-01T00:00:00","2019-08-02T00:00:00",217
"2019-08-02T00:00:00","2019-08-03T00:00:00",268
"2019-08-03T00:00:00","2019-08-04T00:00:00",169
"2019-08-04T00:00:00","2019-08-05T00:00:00",226
